timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,macd_diff,ema_9,ema_21,sma_50,sma_200,bb_high,bb_low,bb_width,atr_14,obv,vwap,hour,day,month,weekday,is_weekend,rolling_volatility,rolling_volume,price_amplitude,lag_close_1,lag_return_1,lag_close_2,lag_return_2,lag_close_3,lag_return_3,lag_close_6,lag_return_6,lag_close_12,lag_return_12,lag_close_24,lag_return_24,target_close,target_return,sentiment_hourly
2025-08-02 09:03:40.041,0.3998684671476189,0.3917247774278563,0.3863683686898387,0.382335212151208,0.5524807626177842,0.4132662989989112,0.25158375086583373,0.14542511431266203,0.6452293854071969,0.3827095883613518,0.4188899953877101,0.5768174167935509,0.8119700197093636,0.40060380219650593,0.4098555073495964,0.3067187287883784,0.5519590749982701,0.5996250961161494,0.3724147532587532,0.3913043478260869,0.03333333333333333,0.0,0.8333333333333333,1.0,0.2905935755526794,0.7989801675773107,0.07010210015985884,0.3998684671476189,0.37322612986653914,0.3812783458596156,0.3915637867685935,0.3988285024138891,0.3535100752237296,0.38241950490155485,0.409158820185218,0.39586650214085584,0.493854330003303,0.45279097268306323,0.3958871208877949,113637.561937219,-0.0003061834530191,0.90317488134471
2025-08-02 10:03:44.636,0.382335212151208,0.3917247774278563,0.38528452880591146,0.38020878449898543,0.5247934188603977,0.3710642847511787,0.2606991102370886,0.16057306374150898,0.6379814775945778,0.3804767514661176,0.41546072548295854,0.5687466763722497,0.8097358697420489,0.382527869620354,0.4168712785888653,0.2587638650376474,0.5276908338964634,0.5697997842054431,0.3700450156938464,0.43478260869565216,0.03333333333333333,0.0,0.8333333333333333,1.0,0.2894520033799822,0.7948071380086659,0.07028853105093684,0.382335212151208,0.41497631994178313,0.3998684671476189,0.3432895884026978,0.3812783458596156,0.3881909273558878,0.39333373789706094,0.382342645699408,0.39620802044935477,0.4896802037077125,0.4587226075845523,0.38243978638744014,113556.14307563784,-0.0007164784266151,0.9999971515652151
2025-08-02 11:04:23.779,0.38020878449898543,0.3739535989419238,0.3802437406968888,0.3752344038100226,0.5213878830553138,0.3659384272320736,0.26912974092293657,0.1746890257527789,0.6311015211280782,0.3782325649701299,0.41211770942562964,0.5606448602838245,0.8076770344807045,0.38044833904645614,0.4144359466003875,0.258635691048304,0.5068663706029748,0.5409391924682075,0.3704312051846914,0.4782608695652174,0.03333333333333333,0.0,0.8333333333333333,1.0,0.28542287857601345,0.7884087437728302,0.07457185416013101,0.38020878449898543,0.4072324736066026,0.382335212151208,0.37250881397026053,0.3998684671476189,0.3352102977253815,0.400396306487405,0.3576426846385173,0.3455289481185657,0.5673716902164848,0.44740464591553675,0.3929089294039486,113723.0649392288,0.0014699500975459,0.9999971515652151
2025-08-02 12:09:05.872,0.3752344038100226,0.3770931096109784,0.3802437406968888,0.38543269052992457,0.5064863761088099,0.3533854539469401,0.27519867659414154,0.18741980413336284,0.621866909431355,0.37536600444899726,0.40855109351582364,0.552553499916197,0.8060964651923612,0.36290817019861876,0.4218826317688622,0.211040448896262,0.4674465148284101,0.5121972610517825,0.3700070760393528,0.5217391304347826,0.03333333333333333,0.0,0.8333333333333333,1.0,0.28423545119090216,0.7815044496256691,0.024563259178926124,0.3752344038100226,0.4484988005263909,0.38020878449898543,0.4013004689002015,0.382335212151208,0.3975849428996755,0.3988285024138891,0.38180740300761523,0.35666003316904327,0.565703130751101,0.47928627077928443,0.3571108422612593,113608.90920739956,-0.001003804565857,0.9999971515652151
2025-08-02 13:01:42.902,0.38543269052992457,0.3770931096109784,0.3802437406968888,0.37845821241861,0.47590833846253955,0.3916960400680446,0.2885602922585566,0.20077040544902436,0.6259990865661151,0.3752689128818254,0.40639019724768133,0.5446702046133058,0.805137967102393,0.34313791051171005,0.4340675749593652,0.15109267234053442,0.4357955304135677,0.5404199738500411,0.3698526099845978,0.5652173913043478,0.03333333333333333,0.0,0.8333333333333333,1.0,0.26595234125043166,0.7735027988688723,0.03685138693435527,0.38543269052992457,0.4018095227698691,0.3752344038100226,0.3966326355286006,0.38020878449898543,0.38665490103888367,0.3812783458596156,0.40352311877178904,0.3920934284372253,0.4936659847504256,0.5075840079959084,0.29884951309336927,113459.16980154958,-0.0013180252050182,0.9999971515652151
2025-08-02 14:08:55.085,0.37845821241861,0.3770931096109784,0.3742399509432106,0.3693097080748773,0.41992901577593156,0.37195891213067933,0.29705673378186653,0.2134640825707761,0.6216195662551979,0.37368931599148425,0.40368613447475354,0.5367111013657482,0.8038474288399815,0.32533339216767043,0.445507871789089,0.09632950983126563,0.4064053305997854,0.5132627027222079,0.3715826997734233,0.6086956521739131,0.03333333333333333,0.0,0.8333333333333333,1.0,0.22219421932634836,0.7623389221824561,0.03689217714374649,0.37845821241861,0.3958789691399275,0.38543269052992457,0.35145171852388124,0.3752344038100226,0.3772328224291184,0.3998684671476189,0.3465512387286581,0.3766000677300543,0.504378954782556,0.4220149464886669,0.4253643658684556,113019.51252463069,-0.0038750263878,0.9999971515652151
2025-08-02 15:05:53.322,0.3693097080748773,0.3700239889378478,0.34701997843930776,0.3424483319072973,0.38414132162087533,0.3460247859110379,0.3003246310760113,0.22439333878198264,0.6098566911984123,0.37045554771483946,0.4002577383955881,0.5288018801545746,0.8027056573809546,0.31754848949737813,0.44817724524156777,0.07626168813875353,0.3885885920222691,0.4880559394641877,0.37271526424017587,0.6521739130434783,0.03333333333333333,0.0,0.8333333333333333,1.0,0.22284896616918864,0.7541899528559302,0.06058422364117008,0.3693097080748773,0.3476185089524856,0.37845821241861,0.3049363739772603,0.38543269052992457,0.2937470622765981,0.382335212151208,0.32718027740548145,0.38241950490155485,0.4489904289950711,0.49137285813310694,0.2652218252484373,112875.59801032377,-0.0012733598923951,0.9999971515652151
2025-08-02 16:04:32.942,0.3424483319072973,0.3607513408411265,0.33810997210482974,0.33365570613327655,0.36298359622801724,0.27637710665421866,0.2887043773259988,0.23038337351839655,0.5769283549162141,0.3620840521425652,0.3942924881555889,0.51984756547796,0.8014385135132756,0.319525728654634,0.44022394094820516,0.0934497163847036,0.4038455501837149,0.46409613983026665,0.37158430541433773,0.6956521739130435,0.03333333333333333,0.0,0.8333333333333333,1.0,0.18974028306816243,0.7356096959639546,0.14048809204231116,0.3424483319072973,0.3967219756102106,0.3693097080748773,0.3056581234763512,0.37845821241861,0.2895488487933766,0.38020878449898543,0.31342101976664705,0.39333373789706094,0.41574307216341877,0.4843012954703152,0.26208872851787196,113176.4203291783,0.0026650784062913,0.9999971515652151
2025-08-02 17:08:22.254,0.33365570613327655,0.34324201293942913,0.33810997210482974,0.3520347979635847,0.3607995982665603,0.25547926961165945,0.27652258830493043,0.23228897765522222,0.5496986578898831,0.3534934018281204,0.38793711549780063,0.5107604763055349,0.8001632223120279,0.32273960448771355,0.4333573034164848,0.1113148467705876,0.417443641381866,0.44087354650584587,0.3699896190946781,0.7391304347826086,0.03333333333333333,0.0,0.8333333333333333,1.0,0.15360705824797866,0.7156816043706997,0.13924475567392375,0.33365570613327655,0.4710554745519946,0.3424483319072973,0.4116160927785363,0.3693097080748773,0.3515868258435679,0.3752344038100226,0.3615009571940651,0.400396306487405,0.4349792019945199,0.46355139370439247,0.32708325648008696,112758.5252388242,-0.0036924218767359,0.029935150634726293
2025-08-02 18:08:57.540,0.3520347979635847,0.34324201293942913,0.3308617863281569,0.3265030080674798,0.3393272227174954,0.33616437465866666,0.28053713882369313,0.23476469181843423,0.5534994136896613,0.35057873935440664,0.3841085229233254,0.5029339224312945,0.7990460980651015,0.32131249610236257,0.42989400118942367,0.11420510770268481,0.4024461890342788,0.4640200419961552,0.36752071391516505,0.7826086956521738,0.03333333333333333,0.0,0.8333333333333333,1.0,0.11505986411057767,0.6956083648213267,0.06976887260000003,0.3520347979635847,0.351064959347424,0.33365570613327655,0.37226967757203966,0.3424483319072973,0.3544496164739156,0.38543269052992457,0.288013289526147,0.3988285024138891,0.3944339820340456,0.4262271752135547,0.3460006830934327,112296.37899409614,-0.0040985481474612,0.029935150634726293
